,tweet_id,tweet_text,choose_one_category,label_n
1916,'591903122408210432',#NepalQuakeRelief Annapurna Base camp 2 and camp 3 note https://t.co/PCFyBn81Yr,donation_needs_or_offers_or_volunteering_services,2
1917,'591903122479517696',RT @rsprasad: All phone calls from #India to #Nepal made by any #BSNL or #MTNL phone shall be charged at local rates &amp; not at ISD rates. #N‰Û_,other_useful_information,2
1918,'591903122693423105',http://t.co/UmnjwVk2D3  Be there for those in need. Help the victims of the enormous earthquake in Nepal.,donation_needs_or_offers_or_volunteering_services,2
1919,'591903122731171841',"RT @adgpi: 04 IAF MI 17 Hepters took off for rescue to Dhadind, Charikot, Chatauran &amp; Gorkha #NepalEarthquake",other_useful_information,2
1920,'591903123175706624',Big tech companies provide help to disaster response efforts in Nepal,donation_needs_or_offers_or_volunteering_services,2
1921,'591903123368595458',"4/48 children. At Clifton Beach in Karachi, people were swimming and they were swept by waves. At least 45 bodies have been #Nepal",injured_or_dead_people,0
1922,'591903123448397824',RT @DrJwalaG: I m proud 2 post this #Salute2IndianForces post Yemen its Nepal !serving at the risk of their lives #NepalEarthquake http://t‰Û_,other_useful_information,2
1923,'591903123469307904',RT @Franklin_Graham: Pray for the people of Nepal who are suffering so much. #nepalearthquake #NepalQuake,sympathy_and_emotional_support,3
1924,'591903124052291584',RT @SirZaidHamid: #AdarshLiberal running to #Nepal after hearing that #Pakistan is sending Beef Masala in #NepalQuakeRelief http://t.co/ehf‰Û_,donation_needs_or_offers_or_volunteering_services,2
1925,'591903124056514560',"RT @GernailSaab: Finally! jungjoo Al Bakistanis have captured last Hindu frontier of Nepal,  #NepalQuakeRelief #WelldoneRaheelShareef  http‰Û_",not_related_or_irrelevant,3
1926,'591903124182315008',RT @SlimKreamShake: RT TO SHOW AWARENESS #PrayForNepal http://t.co/X8ayMervjk,other_useful_information,2
1927,'591903124186472448',RT @julia_zba: By Timothy Allen - #nepal http://t.co/kNXfOSnuJa,not_related_or_irrelevant,3
1928,'591903124190695424',"Big B expresses shock over Nepal quake, reminisces ‰Û÷Mahaan‰Ûª shoot http://t.co/BsWEi98sdr http://t.co/prVRIPMAE3 #OnlySalmanKhan1",sympathy_and_emotional_support,3
1929,'591903124199211008',"""Time of the essence"" for Nepal victims says UN in $415 million appeal http://t.co/lvr6FZt9ET",other_useful_information,2
1930,'591903124257837056',"RT @firstpost: 50,000 pregnant women likely affected by Nepal earthquake: UN http://t.co/WEWnkLlsdD",displaced_people_and_evacuations,0
1931,'591903124274577408',RT @1alexcam: #Nepal #earthquake‰© Horrific scenes in #Pokhara http://t.co/ApBEHyqk9K #NepalQuake #NepalQuakeRelief #NepalEarthquake #quake ‰Û_,other_useful_information,2
1932,'591903124643815424',RT @EconomicTimes: #Facebook activates #SafetyCheck for people affected by #NepalQuake: http://t.co/bdFuKV5cjw,other_useful_information,2
1933,'591903125197357056',quality sources for supporting relief efforts in #Nepal https://t.co/dZ7blM0d64,donation_needs_or_offers_or_volunteering_services,2
1934,'591903125205688320',@NeoBlackFolks How To Make Free Calls To And From Nepal: After the devastating earthqu... http://t.co/JmgHYvXa1w #NeoBlack.Com,caution_and_advice,3
1935,'591903125260369920',My reading...just after seeing the news on violence in Baltimore and more deaths in Nepal. #howlongoLord http://t.co/d4XlZt2OyC,not_related_or_irrelevant,3
1936,'591903125474181121',RT @Lisaoldschmit: @Ramdog1980 Before and After Photos of Nepal Show the Effect of a Deadly Earthquake http://t.co/A1nxrC93yo,infrastructure_and_utilities_damage,1
1937,'591903125688098816',RT @BJPsudhanRSS: Everyone there was appreciating the Indian Government: MJ Akbar on being rescued from Nepal #earthquake http://t.co/Tss62‰Û_,missing_trapped_or_found_people,0
1938,'591903125717528577',RT @ELCAyouth: The ELCA is already responding for the people of Nepal. Read more here.  http://t.co/cMgBPUIKdu #ELCA,sympathy_and_emotional_support,3
1939,'591903125805510656',"@mallabipin Hi Bipin,BMO has made donation to the Nepal relief efforts and clients can donate to the Red Cross at their local BMO branch.^TO",donation_needs_or_offers_or_volunteering_services,2
1940,'591903125906198528',"RT @ibnlive: #NepalQuake | LIVE: At least 58 killed, 237 injured in earthquake in India http://t.co/TwvDTQum1d",injured_or_dead_people,0
1941,'591903125922938880',"Google engineer dies in Everest avalanche after Nepal quake: Dan Fredinburg, an engineer in Google's Project X... http://t.co/PlW69GjDzA",injured_or_dead_people,0
1942,'591903125931307008',RT @phalano: Israeli Boeing747 w support approaching KTM #NepalQuake   #IsraelinNepal  @danielocarmon @suhasinih @flightradar24 http://t.co‰Û_,donation_needs_or_offers_or_volunteering_services,2
1943,'591903126455754753',VIDEO: Quake survivor pulled from apartment: Many remote areas of Nepal are still waiting for assistance follo... http://t.co/pVe9sx7wef,donation_needs_or_offers_or_volunteering_services,2
1944,'591903126912806912',"Us Algerians  stand with Nepal at this tragic moment. Heart goes out to our Nepali brothers. Ya Allah be with them .. #PrayForNepal ‡_Á4‰_•ü‡__F‡_ÀC""",sympathy_and_emotional_support,3
1945,'591903127390932992',RT @timesofindia: #Earthquake pictures from Nepal. http://t.co/yrmnWgK10P,other_useful_information,2
1946,'591903127424487426',RT @SamaritansPurse: PRAISE REPORT! Our team is on the ground in #Nepal! Please pray for them as they begin to work. #NepalQuake,sympathy_and_emotional_support,3
1947,'591903127554498561',adaderana: Nepal earthquake- SLAF flight departs Kathmandu  #lka #srilanka:    Ada Derana  @adaderana     :Nep... http://t.co/tfZSpGe25R,other_useful_information,2
1948,'591903127642640384',"RT @SamaritansPurse: Team members from @samaritanspurse U.S., @SPCanada and @SamsPurseUK are enroute to help victims of #NepalEarthquake",other_useful_information,2
1949,'591903127718080512',RT @therevprev: So the @irishredcross has said if you are lost in Nepal without comms you can register online...how the hell is that possib‰Û_,not_related_or_irrelevant,3
1950,'591903127911075840',Earthquake Update: Govt Mobilised 10 NDRF Teams For Nepal,donation_needs_or_offers_or_volunteering_services,2
1951,'591903127961341952',#Everest more than 100 climbers stuck in camp 1 and camp 2 awaiting rescue.! #NepalQuake #NepalEarthquake,missing_trapped_or_found_people,0
1952,'591903128112365568',RT @RajapaksaNamal: My heart goes out to the people of #Nepal after the deadly #earthquake. They are in our prayers.,sympathy_and_emotional_support,3
1953,'591903128334696448',"Missing Newry earthquake man 'alive': A County Down man reported missing in Nepal after an earthquake is alive,‰Û_ http://t.co/Nawpk8JQTG",missing_trapped_or_found_people,0
1954,'591903128691167232',RT @shekharkapur: What an awaful tragedy #NepalEarthquake  https://t.co/5UsuBO2Ab4,other_useful_information,2
1955,'591903128808771585',"RT @ANI_news: Amritsar: Shiromani Gurdwara Parbandhak Committee (SGPC) to send food, relief material to Nepal. #NepalEarthquake http://t.co‰Û_",donation_needs_or_offers_or_volunteering_services,2
1956,'591903128901025792',i love you so much ‡_ÁE https://t.co/TP7JF1KrCh,not_related_or_irrelevant,3
1957,'591903129366634496',RT @LoisAppleby: Big #earthquake reported in #Nepal @ActionAid team in country holding emergency meeting to assess situation.,donation_needs_or_offers_or_volunteering_services,2
1958,'591903129886535680',#nepalquake Many people in Dhunche.Haven't see any helicopter since Sunday in the morning. Please inform that we are here.,missing_trapped_or_found_people,0
1959,'591903130184323072',"RT @KatzOnEarth: If you're trying to help Nepal:  1. Send cash, not stuff 2. Look for local orgs, not big int'l brands 3. Prepare for futur‰Û_",donation_needs_or_offers_or_volunteering_services,2
1960,'591903130645729280',"PlanGlobal: Watch PlanGlobal davtox on CNN in ten minutes, discussing #NepalEarthquake and Plan's response from the stranded plane to Kathm‰Û_",other_useful_information,2
1961,'591903130654150657',RT @iMaanthaa: Confused ? What #medicines to arrange for medical teams in #earthquake #rescue ? Here is one . #NepalQuake http://t.co/AQQMQ‰Û_,donation_needs_or_offers_or_volunteering_services,2
1962,'591903131379879937',RT rubenmasc: So what does MrsGandhi have to say to RSS Idealogue Hosabele confirming that RSS Teams havent gone to Nepal?! Pics tweeted by‰Û_,other_useful_information,2
1963,'591903131434295297',Footage shows the moment the devastating quake shatters Nepal:  CCTV footage has emerged of the moment a devas... http://t.co/hjA5XJCxHF,infrastructure_and_utilities_damage,1
1964,'591903131505659904',RT @annecurtissmith: Catching up on the news. The vids&amp;photos of the aftermath of #NepalEarthquake is heartbreaking. They need our help htt‰Û_,sympathy_and_emotional_support,3
1965,'591903131568459776',RT @neptunecym: Please retweet and keep #PrayForNepal. Any clues please mention me asap. #NepalEarthquake http://t.co/4LejKxS4Y5,sympathy_and_emotional_support,3
1966,'591903131786551297',"RT @adgpi: Indian Army establishes 45 bedded hospital at Lagankhel,Nepal #NepalEarthquake #OpMaitri",donation_needs_or_offers_or_volunteering_services,2
1967,'591903133137141760',"RT @cnni: BREAKING: At least 2,263 killed, 4,647 injured after #Nepalquake and aftershocks, Home Affairs spokesman tells CNN: http://t.co/f‰Û_",injured_or_dead_people,0
1968,'591903133225234432',***Art*** Morning Links: Earthquake in Nepal Edition: The earthquake that hit Nepal‰ÛªsåÊKathmandu Valley on ... http://t.co/ZMkQjRx9bi ***,other_useful_information,2
1969,'591903133435068416',RT @hstapanghosh: US Pastor Tony Miano suggestS Nepalis should not rebuild their 'pagan shrines' http://t.co/VrrGV7lnp3 BRIGHT EXAMPLE OF P‰Û_,sympathy_and_emotional_support,3
1970,'591903133565091841',"RT @RohanShrestha: My Dear friends, I will be leaving for Nepal in the next 5 days with a team of 2 medics and a‰Û_ https://t.co/nMh15NmgTH",donation_needs_or_offers_or_volunteering_services,2
1971,'591903133896470529',RT @AmitGDaga: Nepal is just like a additional part of India and India can never let it down in its biggest tragedy so far. Unlike China. #‰Û_,other_useful_information,2
1972,'591903134030540800',"RT @cnnbrk: #NepalQuake death toll tops 1,400, according to Nepal's National Emergency Operation Center. http://t.co/w3DV9S1oqD http://t.co‰Û_",injured_or_dead_people,0
1973,'591903134286368768',RT @UKEQ_Bulletin: One #aftershock at 02:59 NST struck within 10 miles of #Kathmandu ; further quakes could be up to M5 in same area http:/‰Û_,other_useful_information,2
1974,'591903134701592576',Life is short and uncertain. Mother nature have mercy #NepalEarthquake,sympathy_and_emotional_support,3
1975,'591903134735212544',Powerful earthquake kills hundreds in Nepal http://t.co/mIjeWPXpqQ,injured_or_dead_people,0
1976,'591903135100116992',RT @sujanchitrakar: we were so unprepared for this and it happened. fingers crossed that it won't rain but the dark clouds are here to stay‰Û_,other_useful_information,2
1977,'591903135234297856',"RT @kundadixit: #NepalQuake Day 3 Update Aftershocks subside, but huge need for rescue, relief. http://t.co/EroGtuYnBh http://t.co/vlIogfoQ‰Û_",other_useful_information,2
1978,'591903135498510337',"RT @DirectRelief: Via @nprnews: Nepal, Before The Earthquake Struck: A Photographer's Portfolio http://t.co/PPDt7DDVEl",other_useful_information,2
1979,'591903135565647872',My prayers are with all who are suffering #NepalEarthquake,sympathy_and_emotional_support,3
1980,'591903135787978753',"RT @LiaqatAli2015: 32/48 everybody will become Jesus Christ. In this scenario of the Awaited One Gohar Shahi blessing humanity, I wanted to‰Û_",not_related_or_irrelevant,3
1981,'591903135943131136',"RT @amitbaj96745453: Rescue operations in Iran, Yemen or Nepal, MEA has always made us proud by their mindblowing work.Jai ho. #MEAatWork h‰Û_",donation_needs_or_offers_or_volunteering_services,2
1982,'591903136014413824',RT @JohnPiper: Nepal. How to think. How to pray. How to give. From someone whose home was destroyed. http://t.co/Lu6HfCAgQo,sympathy_and_emotional_support,3
1983,'591903136056479744',Nepal earthquake: Unconfirmed reports non-UK resident British national killed: Foreign Office is looking into unconfirmed reports a n...,injured_or_dead_people,0
1984,'591903136408702976',RT @livemint: Explained: The #Nepal earthquake and why more can be expected in the future http://t.co/UakKgEg4UO http://t.co/DhzuaZ6vVS,other_useful_information,2
1985,'591903136677122048',RT @SushmaSwaraj: We have contacted Baba Ramdev in Kathmandu. He wishes to be there in this hour of crisis.,sympathy_and_emotional_support,3
1986,'591903136769445889',Watch Shocking: The first 18 minutes after quake hit Nepal  Click here to Watch --&gt;&gt; http://t.co/KLKehJB3V2 http://t.co/ysMci2HGom ...#94,other_useful_information,2
1987,'591903137058791424',India's Under-14 Girls Football Team Stuck in Nepal Due to Earthquake: Eighteen members of India's Under-14 gi... http://t.co/bUlghwm4ix,missing_trapped_or_found_people,0
1988,'591903137088212993',Yes this @narendramodi  govt works.... India is in safe hands . #NepalEarthquake amazing speed of rescue and relief reaction,donation_needs_or_offers_or_volunteering_services,2
1989,'591903137327284224',"RT @Medo4Gaza: Death toll in #Nepal already passed 1450 due to earthquake, prayers with victims http://t.co/EYRaIM49Qr",injured_or_dead_people,0
1990,'591903137339871232',"RT @noorabaloch2: Base camp sherpas running down the mountain, not even stopping in Lobouche! #Everest #NepalQuake http://t.co/NuL3UgIBlS",other_useful_information,2
1991,'591903137402871810',Somerville couple survives Nepal earthquake http://t.co/sddiCtAASQ,other_useful_information,2
1992,'591903138002706432',"RT @BreakingNews: More than 100 people killed in powerful Nepal earthquake, say government officials and police - @BBCNews http://t.co/1FiK‰Û_",injured_or_dead_people,0
1993,'591903138128486402',"RT @ivrpa: Pre 2015 Earthquake Panoramas from Kathmandu, Nepal http://t.co/ndhZXWeXrk‰ÏÒ&amp;query=Kathmandu http://t.co/sADrbncPua",other_useful_information,2
1994,'591903138178699264',Israeli paramedics in #Nepal: ‰Û÷Houses just vanished‰Ûª http://t.co/Im5Yx1kWKh via @timesofisrael,infrastructure_and_utilities_damage,1
1995,'591903138187096064',RT @Mandakinigahlot: Does anyone know if the @MSF inflatable hospital has arrived in #Kathmandu as yet? @VidyaKrishnan @MSF_Ind @MSF_USA,other_useful_information,2
1996,'591903138702962688',Blackmarketing and corrupt govt in this scary situation of Nepal.. shameful ..These ppl should be hanged to death.,other_useful_information,2
1997,'591903138803744768',"RT @AP: Latest on Nepal quake: Police say 449 dead, including 181 in Kathmandu: http://t.co/DVz0I49IcL",injured_or_dead_people,0
1998,'591903139281797120',The UK's Disasters Emergency Committee launches a televised appeal for donations to help the victims of Saturday's earthquake in Nepal.,donation_needs_or_offers_or_volunteering_services,2
1999,'591903139285966850',RT @CMOfficeUP: '@UPGovt is sending 25 buses today for evacuation in Nepal.More buses will be sent as demand arises'- #UPCM @yadavakhilesh,displaced_people_and_evacuations,0
2000,'591903199277092865',"RT @LiaqatAli2015: 5/48 recovered and still, 12 are missing. Furthermore, ISIS is killing people every day. Yesterday, I saw a photograph o‰Û_",missing_trapped_or_found_people,0
2001,'591903199532974080',RT @gopal2315: Too funny....must watch. &gt;&gt; KRK Talks about the death of Gajendra Singh  https://t.co/WQ3mls27s4 #IndiaWithNepal,not_related_or_irrelevant,3
2002,'591903199612637184',RT @ibnlive: #NepalQuake | Health experts from Delhi's AIIMS &amp; Safdarjung hospital sent to Nepal,donation_needs_or_offers_or_volunteering_services,2
2003,'591903199633641472',RT @JonahMarais: my thoughts and prayers are with everyone affected by the Nepal earthquake ‡_Á4‡__F‡_ÀB,sympathy_and_emotional_support,3
2004,'591903200447430656',RT @Joe_Sugg: Sad news about Nepal today. Hope everyone is okay! #NepalEarthquake,sympathy_and_emotional_support,3
2005,'591903200627666946',"RT @cnnbrk: Death toll from the quake that struck Nepal four days ago has increased to 5,006, Nepalese officials say. http://t.co/av7aY9VQXU",injured_or_dead_people,0
2006,'591903201168859138',‰ÏÁ #Israel #JPOST: WATCH: IDF field hospital opens doors in earthquake-ravaged Nepal http://t.co/MlB4upmZqt,donation_needs_or_offers_or_volunteering_services,2
2007,'591903201185509376',RT @AmericanLeprosy: Aftershocks. Airport closed. No power. No water. We are providing relief through our partner hospital. Thanks for pray‰Û_,infrastructure_and_utilities_damage,1
2008,'591903201382662144',RT @DDNewsLive: #NepalEarthquake update: over 800 killed | #NDMA #Helpline No. for missing persons 011-26701728/ 29 Mob-9868891801 http://t‰Û_,injured_or_dead_people,0
2009,'591903201395232768',"RT @bethelmusic: Join us in prayer for Nepal. ""Rename them 'Oaks of Righteousness' planted by God to display his glory."" http://t.co/e42PNZ‰Û_",sympathy_and_emotional_support,3
2010,'591903201533693953',RT @UNICEF_uk: Millions of children in danger after #NepalEarthquake - Text NEPAL to 70123 to donate å£5 T&amp;Cs: http://t.co/SlVO60gbFU http:/‰Û_,donation_needs_or_offers_or_volunteering_services,2
2011,'591903201676234752',#ThankUArmy #CreditChorPM marketing for self the hard work of brave &amp; skilled Disaster management team &amp; forces. https://t.co/VX7457O0OI,donation_needs_or_offers_or_volunteering_services,2
2012,'591903201839943680',"@SrBachchan @chule420vezza Thru Nepal Red cross will be right path, sir",caution_and_advice,3
2013,'591903201881784324',RT @Ekta241Insan: Really vry heart throbbing news of earthquake in Nepal. ..plzzzz @Gurmeetramrahim jii bless ol victims. #MSGHelpEarthquak‰Û_,sympathy_and_emotional_support,3
2014,'591903202242654208',RT @LuthWorldRelief: #Photos from the #NepalQuake on @CNN: http://t.co/qyKG1qw95H #NepalEarthquake,other_useful_information,2
2015,'591903202561298432',"RT @drspagarwal: Indian #RedCross offers #blood units,Tents,#WatSan Units,family packs etc. to earthquake victims in Nepal.picture still ev‰Û_",donation_needs_or_offers_or_volunteering_services,2
2016,'591903202603327489',#YPG - #YPJ condolences  &amp; #solidarity with victims of #NepalEarthquake #RojAva #Kobane #Kurdistan #twitterkurds http://t.co/I2hdIngyyp,sympathy_and_emotional_support,3
2017,'591903202645258240',Dhungana family moved from Nepal 7 mnth ago. Family are okay but an orphan who lived with them is not. #cbcwdr http://t.co/izx7kUHCP2,injured_or_dead_people,0
2018,'591903202703978496',"RT @yogrishiramdev: My heartfelt condolences to the families, who have lost their dear and near ones in the earthquake today in India and N‰Û_",sympathy_and_emotional_support,3
2019,'591903203593064448',"marcelle42: goldleaf-neonsigns: about the earthquake in nepal (it happened today, april 25, and was... http://t.co/m6HJeBT1bP",other_useful_information,2
2020,'591903203601453056',RT @UNrefugees: We urgently need your support to provide emergency relief to the thousands of people affected by the Nepal... http://t.co/U‰Û_,donation_needs_or_offers_or_volunteering_services,2
2021,'591903204025110528',#Nepal It is time to thank the TV news channels -all the editors and reporters (on ground zero &amp;desk) continuously giving courage. I salute,sympathy_and_emotional_support,3
2022,'591903204075393024',Thanks @tbbclub much appreciated. :) https://t.co/zcSddDXBxk,not_related_or_irrelevant,3
2023,'591903204759056384',There are quite a number of organizations on the ground in Nepal working tirelessly to help people but the need... http://t.co/gFdy0EqkY9,donation_needs_or_offers_or_volunteering_services,2
2024,'591903204788441088',"RT @Ostrov_A: Wow @RaniaKhalek is one sick, demented, hateful anti-Semite! https://t.co/wp2frE5EU0. cc: @UKMediaWatch @HenMazzig @elderofzi‰Û_",injured_or_dead_people,0
2025,'591903204901683200',AdityaGhosh6E:  on standby to carry relief materials to Kathmandu free of charge: @IndiGo6E on standby to carr... http://t.co/c2Jgph7xMG,donation_needs_or_offers_or_volunteering_services,2
2026,'591903205421887488',RT @kathrynbudig: Support #Nepal + donate! @Seva_Foundation http://t.co/D5aCTGc096 #NepalQuakeRelief,donation_needs_or_offers_or_volunteering_services,2
2027,'591903205774073856',RT @TheWorldStories: People try to free a man from the rubble of a destroyed building after 7.9 magnitude earthquake in Nepal http://t.co/N‰Û_,missing_trapped_or_found_people,0
2028,'591903206113841152',"RT @LiaqatAli2015: 37/48 gains, physical comforts and luxurious indulgence.  There are times when I really feel spiritually depressed and t‰Û_",not_related_or_irrelevant,3
2029,'591903206608777216',RT @victoronefc: Mother Nature often sends a lesson we'd prefer not to have on the value of life.  My thoughts and prayers go out to people‰Û_,sympathy_and_emotional_support,3
2030,'591903206940094464',RT @LukeShaw3: Thoughts are with everyone affected by the #NepalEarthquake. Please text NEPAL to 70007 to donate å£5,donation_needs_or_offers_or_volunteering_services,2
2031,'591903207300796416',Fashion designer @prabalgurung is fundraising. #NepalQuake 'Non action is not an option' http://t.co/M0gS8B58ZU http://t.co/vXr9CYjbCq,donation_needs_or_offers_or_volunteering_services,2
2032,'591903207544197120',"RT @SkyNewsBreak: Nepal's Prime Minister Sushil Koirala says the number killed in the #NepalEarthquake could reach 10,000",injured_or_dead_people,0
2033,'591903207720296448',"RT @MalteserInt: Ingo Radtke, Malteser International Secretary General on our first response to the devestating #NepalEarthquake https://t.‰Û_",other_useful_information,2
2034,'591903207950942208',RT @AirForce_Carl: The United Kingdom owes itself to help the amazing people of #Nepal they have fought and died for us! Lets help them htt‰Û_,donation_needs_or_offers_or_volunteering_services,2
2035,'591903208026570752',"‰ÛÏI came to know about Earthquake through Modi twitter account while in Bangkok airport. We called Nepal and got updates regularly"" Koirala",other_useful_information,2
2036,'591903208177471489',#chinavideos 62-member Chinese rescue operation at quake site in Nepal,donation_needs_or_offers_or_volunteering_services,2
2037,'591903208320045056',A deep condolence towards peoples of Nepal and India who lost their lives in #earthquake. May god gives strengthen to their family.,sympathy_and_emotional_support,3
2038,'591903208596865024',RT @ianbremmer: Who's Helping Nepal http://t.co/LpXSJwRvN8,donation_needs_or_offers_or_volunteering_services,2
2039,'591903208634654721',God No More Earthquake  https://t.co/BtmDc93z8V,sympathy_and_emotional_support,3
2040,'591903208718503936',"Briton among Nepal quake dead: A Briton living overseas is among more than 5,000 who died in the Nepal earthquake, the Foreign Office...",injured_or_dead_people,0
2041,'591903208747970560',If NEPAL awards @narendramodi their highest civilian award may be many indians will come to value our PM,not_related_or_irrelevant,3
2042,'591903208756289536',RT @JasonToBeOne: Prayers go out to everyone in Nepal‡__F,sympathy_and_emotional_support,3
2043,'591903209150492672',"RT @vikramsahney: Flagging of by @Gen_VKSingh of 25k food packets per day ,relief material &amp;starting  Free kitchen at #Kathmanduquake http:‰Û_",donation_needs_or_offers_or_volunteering_services,2
2044,'591903209188298752',RT @Mammals_Suck: Stellar mechanism to donate to those most affected by Nepal #earthquake: http://t.co/IL4KYWHYOP via @Quinnanthrowman http‰Û_,donation_needs_or_offers_or_volunteering_services,2
2045,'591903209297313793',RT @ReachOutWW: Watch E! News RIGHT NOW to catch our very own @codywalkerroww's interview! #Nepal #Game4Paul #ReachOutWorldWide http://t.co‰Û_,other_useful_information,2
2046,'591903209372786688',"Nepal economy shattered by quake, recovery to take years (from @AP) http://t.co/N1wgLVcg7t",other_useful_information,2
2047,'591903209532231681',@ImRo45 pray for Nepal sad disaster,sympathy_and_emotional_support,3
2048,'591903209922371584',RT @wesleystromberg: My heart goes out to all the families in Nepal.. I'm praying for you all,sympathy_and_emotional_support,3
2049,'591903210014539777',"RT @Anurag1Tripathi: #SpiceJetKTM in #Kathmandu - all safe, working tirelessly to handle relief flights. Take a bow, via @flyspicejet http:‰Û_",donation_needs_or_offers_or_volunteering_services,2
2050,'591903210106826753',"RT @ANI_news: Gen Dalbir Suhag talked to Nepal army chief yesterday,decided how OPS ‰Û÷maitri‰Ûª shud be launched:Shaukeen Chauhan(addl.DG,Publ‰Û_",caution_and_advice,3
2051,'591903210211708928',There r rumors dat @akshaykumar is donating 1st day collection of his upcoming movie #GabbarIsBack  #NepalQuakeRelief http://t.co/F3izGAwFs9,donation_needs_or_offers_or_volunteering_services,2
2052,'591903210564124673',@BeingSkChetan Sorry Nepal not Japan‰Û_ Plz Pray for Nepal Country,sympathy_and_emotional_support,3
2053,'591903210735992832',"#GoManny     God Bless You po  #NepalEarthquake  Trust God ,, Dont loose Hope",sympathy_and_emotional_support,3
2054,'591903211470102529',"RT @MEAIndia: State helplines for #NepalEarthquake  T'gana:- 09650990016, 040- 23454088 Andhra Pradesh: 011-23385016. NDMA 01126701728/ 29 ‰Û_",caution_and_advice,3
2055,'591903211486773248',"One Way You Can Help Nepal Right Now: All You Need Is A Computer And A Little Time: With just a few clicks, yo... http://t.co/1CQLUU0ARk",donation_needs_or_offers_or_volunteering_services,2
2056,'591903211788734466',"RT @savechildrenuk: We‰Ûªre providing children with food, shelter and healthcare. Support our #NepalEarthquake appeal with @decappeal. http:/‰Û_",donation_needs_or_offers_or_volunteering_services,2
2057,'591903212061339648',RT @ANI_news: Nepal: IAF suspends rescue ops temporarily due to bad weather conditions #NepalEarthquake,other_useful_information,2
2058,'591903212162011136',but our farmers issues are gone unnoticed  https://t.co/6X8osjBB3t,not_related_or_irrelevant,3
2059,'591903212573216771',"RT @TwitterIndia: If you'd like to help the cause of #NepalQuakeRelief, here's some more information courtesy @InCrisisRelief http://t.co/F‰Û_",donation_needs_or_offers_or_volunteering_services,2
2060,'591903212761931776',"RT @yumikoono: Cremation in Nepal. ‰ÛÏLosing you has turned my heart to stone,‰Û chants a farmer http://t.co/nxHOjqTYYx http://t.co/9JkBE3sKB9",other_useful_information,2
2061,'591903212774363136',RT @Write2Fite: ‡__FPlease pray &amp; do all you can to help all affected by the #NepalEarthquake ~PLEASE take a moment NOW &amp; pray for HOPE http:/‰Û_,sympathy_and_emotional_support,3
2062,'591903213122531329',Nepal's Stories of Loss Include a Mother Pulling Out Her Young Children's Bodies #Nepal #Mt Everest #Eartquake http://t.co/4C6GNvl1k9,other_useful_information,2
2063,'591903213579710464',I feel like Nepal is part of our own nation. Such beautiful nation. Such beautiful people. #WeAreWithYou #Salute2IndianForces,sympathy_and_emotional_support,3
2064,'591903213755858944',Studios scrutinize disaster film marketing in wake of Nepal: LOS ANGELES (AP) ‰ÛÓ In light of the Nepal earthqua... http://t.co/JI4O576rAn,sympathy_and_emotional_support,3
2065,'591903214095630338',RT @TorontoStar: Nepal Earthquake Baby Rescued http://t.co/Alx81gL65o #photos,missing_trapped_or_found_people,0
2066,'591903214380843009',"RT @ILNewsFlash: #IDF search and rescue team, getting ready for tonight departure to Nepal.  #NepalEarthquake #Israel http://t.co/SddlcGaH3r",donation_needs_or_offers_or_volunteering_services,2
2067,'591903214649397248',RT @MedairInt: #NepalQuake: Watch this update from our emergency response team as they prepare to leave for #Nepal. http://t.co/LrEC6APhFN,other_useful_information,2
2068,'591903214674563072',"RSAF planes evacuate 89 S‰Ûªporeans, PRs from Kathmandu | TODAYonline http://t.co/CnSbrRZnIU",displaced_people_and_evacuations,0
2069,'591903214770921472',"RT @veterantraveler: Learn the story behind ""Search and Rescue Nepal"" and help us meet our goal. @indiegogolife http://t.co/JIpGssBOJq",other_useful_information,2
2070,'591903214775115777',"Nepal Earthquake Toll Could Reach 10,000, Government on 'War Footing': PM Sushil Koirala: The death toll in Ne... http://t.co/eiXbL9IyRl",injured_or_dead_people,0
2071,'591903214779379712',RT @vikatan: #NepalEarthquake Indian Embassy in Nepal emergency contact numbers are 009779851107021 &amp; 009779851135141,other_useful_information,2
2072,'591903214875877376',No time to lose: Global response to Nepal quake gears up: LONDON (AP) ? There is still time to save lives ? that's why governments an...,sympathy_and_emotional_support,3
2073,'591903214930296834',RT @rahulkanwal: My report on foreign tourists turning into aid workers. Trekking expeditions converted into humanitarian missions. http://‰Û_,donation_needs_or_offers_or_volunteering_services,2
2074,'591903215077068800',"RT @AwraqPublishing: #NepalQuake latest: Nepalese dig for survivors as toll exceeds 2,200 http://t.co/LYjotM93Kh",injured_or_dead_people,0
2075,'591903215387480065',"4000+ people dead from the earthquake in Nepal and we have people looting CVS in America.   Hello handbasket...wait, where are we going?",injured_or_dead_people,0
2076,'591903215601364992',RT @channelislam: Breathtaking pictures of #NepalEarthquake devastation courtesy @Alimdaad http://t.co/AcqU9czDnV,other_useful_information,2
2077,'591903215983071235',RT @tariksalama: Extraordinary video of a turkish tourist of #NepalEarthquake #Kathmandu #Nepal  https://t.co/V6063zgRmZ http://t.co/v2Mnft‰Û_,other_useful_information,2
2078,'591903216205373440',RT @overlyxclusive: PRAY FOR NEPAL. PRAY FOR BALTIMORE. PRAY FOR THE OPPRESSOR.  PRAY FOR THE OPPRESSED. PRAY FOR YOUR NEIGHBORS. PRAY FOR ‰Û_,sympathy_and_emotional_support,3
2079,'591903216335368192',"@SundusRasheed I have sent you a message on Facebook along with Devina Shrestha, my contact in Nepal. Kindly respond. They are waiting..",other_useful_information,2
